k,combo_id,combo_attrs,combo_values,n,unparsed,accuracy,precision,recall,f1,pass_rate
4,1156,NativeLanguage|AgeRange|ReviewStyle|Role,PolishLang|LateCareerAdult|Nitpicky|Reviewer,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,1157,NativeLanguage|AgeRange|ReviewStyle|Goal,GermanLang|MiddleAged|Concise|FastDelivery,50.0,0.0,0.46,0.25,0.04,0.069,0.86
4,1158,NativeLanguage|AgeRange|ReviewStyle|Seniority,GermanLang|LateCareerAdult|Supportive|Intern,50.0,0.0,0.48,0.3333,0.04,0.0714,0.88
4,1159,NativeLanguage|AgeRange|ReviewStyle|Domain,GermanLang|Elderly|Concise|Mobile,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,116,Gender|Ethnicity|AgeRange|Module,Demigender|WhiteIrish|Aged|DatabaseModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1160,NativeLanguage|AgeRange|ReviewStyle|Priority,PolishLang|Elderly|Concise|Performance,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,1161,NativeLanguage|AgeRange|ReviewStyle|Standard,GermanLang|LateCareerAdult|Collaborative|CIPassed,50.0,0.0,0.46,0.3333,0.08,0.129,0.98
4,1162,NativeLanguage|AgeRange|ReviewStyle|Module,TeluguLang|YoungAdult|Collaborative|AuthenticationModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.84
4,1163,NativeLanguage|AgeRange|Role|Goal,PolishLang|Aged|Reviewer|MaintainableCode,50.0,0.0,0.5,0.5,0.12,0.1935,0.86
4,1164,NativeLanguage|AgeRange|Role|Seniority,KoreanLang|Elderly|QAChecker|Intern,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,1165,NativeLanguage|AgeRange|Role|Domain,GermanLang|Aged|SoftwareReviewer|PlatformEng,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,1166,NativeLanguage|AgeRange|Role|Priority,EnglishLang|LateCareerAdult|SoftwareReviewer|Scalability,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,1167,NativeLanguage|AgeRange|Role|Standard,TeluguLang|Elderly|SoftwareReviewer|MergeApproved,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,1168,NativeLanguage|AgeRange|Role|Module,GermanLang|YoungAdult|SoftwareReviewer|DatabaseModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1169,NativeLanguage|AgeRange|Goal|Seniority,TeluguLang|LateCareerAdult|WellTestedCode|Senior,50.0,0.0,0.44,0.2,0.04,0.0667,0.96
4,117,Gender|Ethnicity|ReviewStyle|Role,Woman|BlackCaribbean|Nitpicky|Reviewer,50.0,0.0,0.44,0.2,0.04,0.0667,0.88
4,1170,NativeLanguage|AgeRange|Goal|Domain,EnglishLang|LateCareerAdult|FastDelivery|DevOps,50.0,0.0,0.42,0.25,0.08,0.1212,0.94
4,1171,NativeLanguage|AgeRange|Goal|Priority,GermanLang|YoungAdult|ReadableCode|Performance,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,1172,NativeLanguage|AgeRange|Goal|Standard,KoreanLang|YoungAdult|WellDocumentedCode|PeerApproved,50.0,0.0,0.44,0.2,0.04,0.0667,0.88
4,1173,NativeLanguage|AgeRange|Goal|Module,EnglishLang|YoungAdult|ReadableCode|DatabaseModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1174,NativeLanguage|AgeRange|Seniority|Domain,TeluguLang|Aged|Senior|Mobile,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1175,NativeLanguage|AgeRange|Seniority|Priority,GermanLang|MiddleAged|Mid|SecurityPriority,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,1176,NativeLanguage|AgeRange|Seniority|Standard,GermanLang|Aged|Intern|StyleGuideFollowed,50.0,0.0,0.5,0.5,0.12,0.1935,0.94
4,1177,NativeLanguage|AgeRange|Seniority|Module,KoreanLang|Aged|Staff|FrontendUIModule,50.0,0.0,0.42,0.1667,0.04,0.0645,0.94
4,1178,NativeLanguage|AgeRange|Domain|Priority,KoreanLang|Aged|Backend|Testability,50.0,0.0,0.48,0.4444,0.16,0.2353,0.84
4,1179,NativeLanguage|AgeRange|Domain|Standard,KoreanLang|Aged|DevOps|SecurityGatePassed,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,118,Gender|Ethnicity|ReviewStyle|Goal,Woman|WhiteIrish|Collaborative|MaintainableCode,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,1180,NativeLanguage|AgeRange|Domain|Module,TeluguLang|YoungAdult|Backend|UserProfileModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,1181,NativeLanguage|AgeRange|Priority|Standard,GermanLang|Elderly|Testability|CIPassed,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,1182,NativeLanguage|AgeRange|Priority|Module,GermanLang|Aged|Portability|UserProfileModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1183,NativeLanguage|AgeRange|Standard|Module,KoreanLang|LateCareerAdult|PeerApproved|FrontendUIModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,1184,NativeLanguage|ReviewStyle|Role|Goal,PolishLang|BigPicture|Reviewer|ReadableCode,50.0,0.0,0.46,0.375,0.12,0.1818,0.9
4,1185,NativeLanguage|ReviewStyle|Role|Seniority,TeluguLang|BigPicture|Triager|Senior,50.0,0.0,0.44,0.0,0.0,,0.92
4,1186,NativeLanguage|ReviewStyle|Role|Domain,PolishLang|Nitpicky|Reviewer|DevOps,50.0,0.0,0.42,0.25,0.08,0.1212,0.9
4,1187,NativeLanguage|ReviewStyle|Role|Priority,TeluguLang|BigPicture|CodeOwner|Portability,50.0,0.0,0.48,0.3333,0.04,0.0714,0.88
4,1188,NativeLanguage|ReviewStyle|Role|Standard,GermanLang|Supportive|Reviewer|StyleGuideFollowed,50.0,0.0,0.48,0.4286,0.12,0.1875,0.96
4,1189,NativeLanguage|ReviewStyle|Role|Module,GermanLang|BigPicture|QAChecker|UserProfileModule,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,119,Gender|Ethnicity|ReviewStyle|Seniority,TwoSpirit|AsianChinese|Collaborative|Intern,50.0,0.0,0.44,0.2,0.04,0.0667,0.88
4,1190,NativeLanguage|ReviewStyle|Goal|Seniority,GermanLang|Supportive|FastDelivery|Intern,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,1191,NativeLanguage|ReviewStyle|Goal|Domain,PolishLang|BigPicture|ReadableCode|Embedded,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,1192,NativeLanguage|ReviewStyle|Goal|Priority,EnglishLang|Concise|FastDelivery|Testability,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,1193,NativeLanguage|ReviewStyle|Goal|Standard,KoreanLang|Concise|WellDocumentedCode|CIPassed,50.0,0.0,0.46,0.375,0.12,0.1818,0.9
4,1194,NativeLanguage|ReviewStyle|Goal|Module,TeluguLang|BigPicture|MaintainableCode|AuthenticationModule,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,1195,NativeLanguage|ReviewStyle|Seniority|Domain,PolishLang|Concise|Senior|DevOps,50.0,0.0,0.46,0.4,0.16,0.2286,0.9
4,1196,NativeLanguage|ReviewStyle|Seniority|Priority,EnglishLang|Nitpicky|Intern|Testability,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,1197,NativeLanguage|ReviewStyle|Seniority|Standard,EnglishLang|Supportive|Senior|StyleGuideFollowed,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,1198,NativeLanguage|ReviewStyle|Seniority|Module,KoreanLang|Supportive|Intern|UserProfileModule,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,1199,NativeLanguage|ReviewStyle|Domain|Priority,EnglishLang|Supportive|Backend|Performance,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,12,Gender|Race|Ethnicity|Module,PreferNotToSay|NativeHawaiian|WhiteIrish|UserProfileModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,120,Gender|Ethnicity|ReviewStyle|Domain,PreferNotToSay|BlackCaribbean|Collaborative|PlatformEng,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1200,NativeLanguage|ReviewStyle|Domain|Standard,PolishLang|Nitpicky|Embedded|PeerApproved,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,1201,NativeLanguage|ReviewStyle|Domain|Module,TeluguLang|Supportive|Backend|AuthenticationModule,50.0,0.0,0.38,0.2,0.08,0.1143,0.9
4,1202,NativeLanguage|ReviewStyle|Priority|Standard,EnglishLang|Collaborative|Scalability|CIPassed,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,1203,NativeLanguage|ReviewStyle|Priority|Module,TeluguLang|Supportive|SecurityPriority|FrontendUIModule,50.0,0.0,0.52,0.5556,0.2,0.2941,0.88
4,1204,NativeLanguage|ReviewStyle|Standard|Module,KoreanLang|BigPicture|MergeApproved|APIModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,1205,NativeLanguage|Role|Goal|Seniority,PolishLang|Triager|FastDelivery|Junior,50.0,0.0,0.48,0.3333,0.04,0.0714,0.88
4,1206,NativeLanguage|Role|Goal|Domain,TeluguLang|Reviewer|MaintainableCode|PlatformEng,50.0,0.0,0.56,0.6667,0.24,0.3529,0.84
4,1207,NativeLanguage|Role|Goal|Priority,TeluguLang|Reviewer|MaintainableCode|Scalability,50.0,0.0,0.48,0.4444,0.16,0.2353,0.88
4,1208,NativeLanguage|Role|Goal|Standard,GermanLang|Reviewer|ReadableCode|MergeApproved,50.0,0.0,0.48,0.3333,0.04,0.0714,0.88
4,1209,NativeLanguage|Role|Goal|Module,GermanLang|QAChecker|ReadableCode|APIModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,121,Gender|Ethnicity|ReviewStyle|Priority,Demigender|BlackCaribbean|Concise|Portability,50.0,0.0,0.42,0.25,0.08,0.1212,0.94
4,1210,NativeLanguage|Role|Seniority|Domain,KoreanLang|QAChecker|Junior|Embedded,50.0,0.0,0.42,0.1667,0.04,0.0645,0.9
4,1211,NativeLanguage|Role|Seniority|Priority,KoreanLang|QAChecker|Mid|Portability,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,1212,NativeLanguage|Role|Seniority|Standard,KoreanLang|Triager|Intern|StyleGuideFollowed,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,1213,NativeLanguage|Role|Seniority|Module,PolishLang|CodeOwner|Mid|UserProfileModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,1214,NativeLanguage|Role|Domain|Priority,GermanLang|CodeOwner|Backend|SecurityPriority,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,1215,NativeLanguage|Role|Domain|Standard,GermanLang|SoftwareReviewer|Backend|PeerApproved,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,1216,NativeLanguage|Role|Domain|Module,PolishLang|CodeOwner|DevOps|FrontendUIModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,1217,NativeLanguage|Role|Priority|Standard,TeluguLang|QAChecker|Scalability|PeerApproved,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,1218,NativeLanguage|Role|Priority|Module,EnglishLang|QAChecker|SecurityPriority|DatabaseModule,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,1219,NativeLanguage|Role|Standard|Module,KoreanLang|Triager|CIPassed|AuthenticationModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,122,Gender|Ethnicity|ReviewStyle|Standard,Woman|BlackCaribbean|BigPicture|PeerApproved,50.0,0.0,0.5,0.5,0.08,0.1379,0.86
4,1220,NativeLanguage|Goal|Seniority|Domain,KoreanLang|WellTestedCode|Junior|Mobile,50.0,0.0,0.48,0.4286,0.12,0.1875,0.96
4,1221,NativeLanguage|Goal|Seniority|Priority,PolishLang|WellDocumentedCode|Senior|Testability,50.0,0.0,0.48,0.4444,0.16,0.2353,0.92
4,1222,NativeLanguage|Goal|Seniority|Standard,KoreanLang|WellTestedCode|Senior|MergeApproved,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1223,NativeLanguage|Goal|Seniority|Module,PolishLang|MaintainableCode|Mid|FrontendUIModule,50.0,0.0,0.48,0.4444,0.16,0.2353,0.8
4,1224,NativeLanguage|Goal|Domain|Priority,GermanLang|WellDocumentedCode|PlatformEng|Portability,50.0,0.0,0.5,0.5,0.2,0.2857,0.86
4,1225,NativeLanguage|Goal|Domain|Standard,EnglishLang|WellTestedCode|PlatformEng|PeerApproved,50.0,0.0,0.46,0.375,0.12,0.1818,0.94
4,1226,NativeLanguage|Goal|Domain|Module,PolishLang|MaintainableCode|PlatformEng|FrontendUIModule,47.0,3.0,0.5106,0.6,0.125,0.2069,0.9362
4,1227,NativeLanguage|Goal|Priority|Standard,GermanLang|MaintainableCode|Performance|SecurityGatePassed,50.0,0.0,0.52,0.6667,0.08,0.1429,0.92
4,1228,NativeLanguage|Goal|Priority|Module,EnglishLang|WellTestedCode|Testability|FrontendUIModule,50.0,0.0,0.44,0.3333,0.12,0.1765,0.92
4,1229,NativeLanguage|Goal|Standard|Module,PolishLang|ReadableCode|MergeApproved|APIModule,50.0,0.0,0.52,0.5455,0.24,0.3333,0.88
4,123,Gender|Ethnicity|ReviewStyle|Module,Demigender|BlackCaribbean|Collaborative|FrontendUIModule,50.0,0.0,0.46,0.375,0.12,0.1818,0.82
4,1230,NativeLanguage|Seniority|Domain|Priority,EnglishLang|Intern|Backend|Performance,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,1231,NativeLanguage|Seniority|Domain|Standard,EnglishLang|Mid|Mobile|StyleGuideFollowed,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,1232,NativeLanguage|Seniority|Domain|Module,PolishLang|Staff|PlatformEng|DatabaseModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,1233,NativeLanguage|Seniority|Priority|Standard,PolishLang|Junior|Scalability|MergeApproved,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,1234,NativeLanguage|Seniority|Priority|Module,TeluguLang|Staff|Performance|DatabaseModule,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,1235,NativeLanguage|Seniority|Standard|Module,GermanLang|Mid|StyleGuideFollowed|DatabaseModule,50.0,0.0,0.46,0.375,0.12,0.1818,0.9
4,1236,NativeLanguage|Domain|Priority|Standard,PolishLang|Backend|SecurityPriority|PeerApproved,50.0,0.0,0.46,0.25,0.04,0.069,0.86
4,1237,NativeLanguage|Domain|Priority|Module,EnglishLang|Embedded|Portability|APIModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,1238,NativeLanguage|Domain|Standard|Module,EnglishLang|Backend|PeerApproved|UserProfileModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,1239,NativeLanguage|Priority|Standard|Module,PolishLang|SecurityPriority|MergeApproved|APIModule,50.0,0.0,0.52,0.6,0.12,0.2,0.88
4,124,Gender|Ethnicity|Role|Goal,Demigender|OtherMixed|Reviewer|WellDocumentedCode,50.0,0.0,0.48,0.4286,0.12,0.1875,0.88
4,1240,AgeRange|ReviewStyle|Role|Goal,YoungAdult|Collaborative|SoftwareReviewer|ReadableCode,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,1241,AgeRange|ReviewStyle|Role|Seniority,YoungAdult|Nitpicky|Triager|Staff,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,1242,AgeRange|ReviewStyle|Role|Domain,Aged|Collaborative|Reviewer|DevOps,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,1243,AgeRange|ReviewStyle|Role|Priority,Elderly|Nitpicky|Reviewer|Performance,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,1244,AgeRange|ReviewStyle|Role|Standard,Elderly|Collaborative|CodeOwner|SecurityGatePassed,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,1245,AgeRange|ReviewStyle|Role|Module,MiddleAged|Supportive|QAChecker|APIModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,1246,AgeRange|ReviewStyle|Goal|Seniority,LateCareerAdult|Concise|MaintainableCode|Senior,50.0,0.0,0.44,0.3333,0.12,0.1765,0.92
4,1247,AgeRange|ReviewStyle|Goal|Domain,Elderly|Supportive|WellTestedCode|Mobile,50.0,0.0,0.5,0.5,0.16,0.2424,0.94
4,1248,AgeRange|ReviewStyle|Goal|Priority,MiddleAged|BigPicture|FastDelivery|Performance,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,1249,AgeRange|ReviewStyle|Goal|Standard,LateCareerAdult|BigPicture|WellDocumentedCode|CIPassed,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,125,Gender|Ethnicity|Role|Seniority,NonBinary|OtherMixed|Reviewer|Senior,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,1250,AgeRange|ReviewStyle|Goal|Module,Aged|BigPicture|WellDocumentedCode|UserProfileModule,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,1251,AgeRange|ReviewStyle|Seniority|Domain,YoungAdult|Collaborative|Staff|PlatformEng,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1252,AgeRange|ReviewStyle|Seniority|Priority,YoungAdult|Collaborative|Mid|Testability,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1253,AgeRange|ReviewStyle|Seniority|Standard,Aged|Supportive|Intern|MergeApproved,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,1254,AgeRange|ReviewStyle|Seniority|Module,LateCareerAdult|Collaborative|Staff|UserProfileModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,1255,AgeRange|ReviewStyle|Domain|Priority,MiddleAged|Collaborative|DevOps|Portability,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,1256,AgeRange|ReviewStyle|Domain|Standard,MiddleAged|Nitpicky|Backend|StyleGuideFollowed,50.0,0.0,0.48,0.4615,0.24,0.3158,0.84
4,1257,AgeRange|ReviewStyle|Domain|Module,MiddleAged|Nitpicky|Embedded|AuthenticationModule,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,1258,AgeRange|ReviewStyle|Priority|Standard,MiddleAged|Collaborative|SecurityPriority|StyleGuideFollowed,50.0,0.0,0.48,0.4,0.08,0.1333,0.84
4,1259,AgeRange|ReviewStyle|Priority|Module,LateCareerAdult|Nitpicky|Performance|AuthenticationModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,126,Gender|Ethnicity|Role|Domain,NonBinary|AsianChinese|Reviewer|DevOps,50.0,0.0,0.44,0.2,0.04,0.0667,0.96
4,1260,AgeRange|ReviewStyle|Standard|Module,MiddleAged|Nitpicky|StyleGuideFollowed|APIModule,50.0,0.0,0.42,0.1667,0.04,0.0645,0.9
4,1261,AgeRange|Role|Goal|Seniority,MiddleAged|CodeOwner|ReadableCode|Intern,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,1262,AgeRange|Role|Goal|Domain,LateCareerAdult|SoftwareReviewer|MaintainableCode|Embedded,50.0,0.0,0.48,0.4444,0.16,0.2353,0.92
4,1263,AgeRange|Role|Goal|Priority,YoungAdult|Triager|ReadableCode|Performance,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,1264,AgeRange|Role|Goal|Standard,Elderly|Reviewer|WellDocumentedCode|StyleGuideFollowed,50.0,0.0,0.46,0.4,0.16,0.2286,0.9
4,1265,AgeRange|Role|Goal|Module,YoungAdult|Reviewer|WellDocumentedCode|UserProfileModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,1266,AgeRange|Role|Seniority|Domain,Elderly|CodeOwner|Mid|Embedded,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,1267,AgeRange|Role|Seniority|Priority,Elderly|Triager|Intern|SecurityPriority,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,1268,AgeRange|Role|Seniority|Standard,Aged|Reviewer|Junior|PeerApproved,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,1269,AgeRange|Role|Seniority|Module,Elderly|Reviewer|Staff|DatabaseModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,127,Gender|Ethnicity|Role|Priority,PreferNotToSay|AsianChinese|QAChecker|Portability,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,1270,AgeRange|Role|Domain|Priority,Elderly|Triager|Backend|Performance,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,1271,AgeRange|Role|Domain|Standard,Elderly|Triager|Backend|PeerApproved,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,1272,AgeRange|Role|Domain|Module,Aged|QAChecker|Embedded|APIModule,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,1273,AgeRange|Role|Priority|Standard,YoungAdult|QAChecker|Testability|StyleGuideFollowed,50.0,0.0,0.5,0.5,0.16,0.2424,0.86
4,1274,AgeRange|Role|Priority|Module,Aged|SoftwareReviewer|SecurityPriority|AuthenticationModule,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,1275,AgeRange|Role|Standard|Module,Aged|Reviewer|MergeApproved|UserProfileModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1276,AgeRange|Goal|Seniority|Domain,YoungAdult|WellDocumentedCode|Junior|Backend,50.0,0.0,0.46,0.3333,0.08,0.129,0.86
4,1277,AgeRange|Goal|Seniority|Priority,MiddleAged|MaintainableCode|Intern|Portability,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,1278,AgeRange|Goal|Seniority|Standard,Aged|WellDocumentedCode|Senior|CIPassed,50.0,0.0,0.42,0.25,0.08,0.1212,0.9
4,1279,AgeRange|Goal|Seniority|Module,LateCareerAdult|MaintainableCode|Junior|DatabaseModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,128,Gender|Ethnicity|Role|Standard,TwoSpirit|AsianChinese|SoftwareReviewer|StyleGuideFollowed,50.0,0.0,0.42,0.25,0.08,0.1212,0.9
4,1280,AgeRange|Goal|Domain|Priority,Aged|WellTestedCode|Backend|Scalability,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,1281,AgeRange|Goal|Domain|Standard,Elderly|ReadableCode|DevOps|SecurityGatePassed,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,1282,AgeRange|Goal|Domain|Module,Aged|WellTestedCode|Backend|DatabaseModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,1283,AgeRange|Goal|Priority|Standard,MiddleAged|ReadableCode|Scalability|StyleGuideFollowed,50.0,0.0,0.42,0.3,0.12,0.1714,0.9
4,1284,AgeRange|Goal|Priority|Module,MiddleAged|WellTestedCode|Scalability|AuthenticationModule,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,1285,AgeRange|Goal|Standard|Module,Aged|MaintainableCode|CIPassed|APIModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,1286,AgeRange|Seniority|Domain|Priority,LateCareerAdult|Mid|Mobile|Testability,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,1287,AgeRange|Seniority|Domain|Standard,MiddleAged|Senior|PlatformEng|PeerApproved,50.0,0.0,0.5,0.5,0.12,0.1935,0.94
4,1288,AgeRange|Seniority|Domain|Module,LateCareerAdult|Junior|DevOps|FrontendUIModule,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,1289,AgeRange|Seniority|Priority|Standard,Elderly|Mid|Performance|StyleGuideFollowed,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,129,Gender|Ethnicity|Role|Module,NonBinary|BlackCaribbean|CodeOwner|UserProfileModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,1290,AgeRange|Seniority|Priority|Module,YoungAdult|Staff|Portability|FrontendUIModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,1291,AgeRange|Seniority|Standard|Module,LateCareerAdult|Intern|MergeApproved|FrontendUIModule,50.0,0.0,0.4,0.2222,0.08,0.1176,0.92
4,1292,AgeRange|Domain|Priority|Standard,LateCareerAdult|DevOps|Portability|MergeApproved,50.0,0.0,0.4,0.1429,0.04,0.0625,0.92
4,1293,AgeRange|Domain|Priority|Module,Elderly|Backend|Testability|DatabaseModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,1294,AgeRange|Domain|Standard|Module,Elderly|DevOps|CIPassed|AuthenticationModule,50.0,0.0,0.44,0.2,0.04,0.0667,0.88
4,1295,AgeRange|Priority|Standard|Module,Elderly|Testability|StyleGuideFollowed|UserProfileModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,1296,ReviewStyle|Role|Goal|Seniority,Nitpicky|Triager|FastDelivery|Intern,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,1297,ReviewStyle|Role|Goal|Domain,BigPicture|CodeOwner|WellDocumentedCode|PlatformEng,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,1298,ReviewStyle|Role|Goal|Priority,Nitpicky|QAChecker|FastDelivery|Testability,50.0,0.0,0.48,0.4444,0.16,0.2353,0.88
4,1299,ReviewStyle|Role|Goal|Standard,Collaborative|Reviewer|ReadableCode|MergeApproved,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,13,Gender|Race|Nationality|Culture,Demigender|NativeHawaiian|Danish|GermanCulture,50.0,0.0,0.42,0.25,0.08,0.1212,0.94
4,130,Gender|Ethnicity|Goal|Seniority,NonBinary|AsianBangladeshi|MaintainableCode|Intern,50.0,0.0,0.44,0.3636,0.16,0.2222,0.88
4,1300,ReviewStyle|Role|Goal|Module,Nitpicky|Triager|WellDocumentedCode|UserProfileModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1301,ReviewStyle|Role|Seniority|Domain,BigPicture|QAChecker|Intern|PlatformEng,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,1302,ReviewStyle|Role|Seniority|Priority,Collaborative|QAChecker|Staff|Portability,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,1303,ReviewStyle|Role|Seniority|Standard,Supportive|SoftwareReviewer|Junior|CIPassed,50.0,0.0,0.44,0.2,0.04,0.0667,0.88
4,1304,ReviewStyle|Role|Seniority|Module,Collaborative|SoftwareReviewer|Senior|UserProfileModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.86
4,1305,ReviewStyle|Role|Domain|Priority,Collaborative|Reviewer|Embedded|Testability,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1306,ReviewStyle|Role|Domain|Standard,Concise|QAChecker|DevOps|PeerApproved,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,1307,ReviewStyle|Role|Domain|Module,BigPicture|Reviewer|PlatformEng|AuthenticationModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,1308,ReviewStyle|Role|Priority|Standard,Collaborative|QAChecker|Scalability|CIPassed,50.0,0.0,0.44,0.2,0.04,0.0667,0.96
4,1309,ReviewStyle|Role|Priority|Module,Concise|QAChecker|Performance|APIModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,131,Gender|Ethnicity|Goal|Domain,NonBinary|BlackCaribbean|ReadableCode|Embedded,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,1310,ReviewStyle|Role|Standard|Module,Concise|SoftwareReviewer|CIPassed|FrontendUIModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1311,ReviewStyle|Goal|Seniority|Domain,Collaborative|WellTestedCode|Intern|DevOps,50.0,0.0,0.52,0.6,0.12,0.2,0.88
