snippet_idx,persona_row_id,k,combo_id,combo_attrs,combo_values,Gender,Race,Ethnicity,Nationality,Culture,NativeLanguage,AgeRange,ReviewStyle,Role,Goal,Seniority,Domain,Priority,Standard,Module,ground_truth,predicted_label,raw_response
38,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,1,1,LABEL: 1
39,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,1,1,LABEL: 1
40,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,1,0,LABEL: 0
41,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,1,1,LABEL: 1
42,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,1,0,LABEL: 0
43,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,0,1,LABEL: 1
44,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,1,1,LABEL: 1
45,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,1,1,LABEL: 1
46,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,0,0,LABEL: 0
47,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,1,1,LABEL: 1
48,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,1,1,LABEL: 1
49,11,2,11,Gender|Domain,Woman|Embedded,Woman,,,,,,,,,,,Embedded,,,,1,0,LABEL: 0
0,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
1,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,0,LABEL: 0
2,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
3,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
4,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,0,LABEL: 0
5,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,0,LABEL: 0
6,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,0,LABEL: 0
7,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
8,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
9,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
10,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
11,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
12,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
13,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
14,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,0,LABEL: 0
15,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
16,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,0,LABEL: 0
17,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
18,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
19,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,0,LABEL: 0
20,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
21,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
22,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
23,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,0,LABEL: 0
24,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
25,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
26,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
27,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
28,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
29,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
30,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
31,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,0,LABEL: 0
32,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
33,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
34,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
35,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
36,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
37,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,0,LABEL: 0
38,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
39,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
40,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,0,LABEL: 0
41,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
42,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,0,LABEL: 0
43,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,1,LABEL: 1
44,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
45,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
46,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,0,0,LABEL: 0
47,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
48,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
49,12,2,12,Gender|Priority,TwoSpirit|Testability,TwoSpirit,,,,,,,,,,,,Testability,,,1,1,LABEL: 1
0,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
1,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,0,LABEL: 0
2,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
3,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
4,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
5,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,0,LABEL: 0
6,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,0,LABEL: 0
7,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
8,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
9,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
10,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
11,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
12,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
13,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
14,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,0,LABEL: 0
15,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
16,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,0,LABEL: 0
17,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
18,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
19,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,0,LABEL: 0
20,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
21,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
22,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
23,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,0,LABEL: 0
24,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
25,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
26,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
27,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
28,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
29,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
30,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
31,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,0,LABEL: 0
32,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
33,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
34,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
35,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
36,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
37,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,0,LABEL: 0
38,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
39,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
40,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,0,LABEL: 0
41,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
42,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,0,LABEL: 0
43,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,1,LABEL: 1
44,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
45,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
46,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,0,0,LABEL: 0
47,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
48,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
49,13,2,13,Gender|Standard,PreferNotToSay|PeerApproved,PreferNotToSay,,,,,,,,,,,,,PeerApproved,,1,1,LABEL: 1
0,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
1,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,0,LABEL: 0
2,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
3,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
4,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
5,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,0,LABEL: 0
6,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
7,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
8,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
9,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
10,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
11,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
12,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
13,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
14,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,0,LABEL: 0
15,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
16,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,0,LABEL: 0
17,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
18,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
19,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,0,LABEL: 0
20,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
21,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
22,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
23,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,0,LABEL: 0
24,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
25,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
26,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
27,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
28,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
29,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
30,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
31,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
32,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
33,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
34,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
35,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
36,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
37,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,0,LABEL: 0
38,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
39,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
40,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
41,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
42,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,0,LABEL: 0
43,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,1,LABEL: 1
44,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
45,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
46,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,0,0,LABEL: 0
47,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
48,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,1,LABEL: 1
49,14,2,14,Gender|Module,Demigender|APIModule,Demigender,,,,,,,,,,,,,,APIModule,1,0,LABEL: 0
0,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
1,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,0,LABEL: 0
2,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
3,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
4,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,0,LABEL: 0
5,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,0,LABEL: 0
6,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
7,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
8,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
9,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
10,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
11,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
12,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
13,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
14,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,0,LABEL: 0
15,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
16,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,0,LABEL: 0
17,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
18,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
19,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,0,LABEL: 0
20,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
21,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
22,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
23,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,0,LABEL: 0
24,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
25,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
26,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
27,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
28,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
29,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
30,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
31,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
32,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,1,1,LABEL: 1
33,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
34,15,2,15,Race|Ethnicity,MiddleEasternOrNorthAfrican|OtherMixed,,MiddleEasternOrNorthAfrican,OtherMixed,,,,,,,,,,,,,0,1,LABEL: 1
