snippet_idx,persona_row_id,k,combo_id,combo_attrs,combo_values,Gender,Race,Ethnicity,Nationality,Culture,NativeLanguage,AgeRange,ReviewStyle,Role,Goal,Seniority,Domain,Priority,Standard,Module,ground_truth,predicted_label,raw_response
40,13,3,13,Gender|Race|Module,NonBinary|NativeHawaiian|DatabaseModule,NonBinary,NativeHawaiian,,,,,,,,,,,,,DatabaseModule,1,1,LABEL: 1
41,13,3,13,Gender|Race|Module,NonBinary|NativeHawaiian|DatabaseModule,NonBinary,NativeHawaiian,,,,,,,,,,,,,DatabaseModule,1,1,LABEL: 1
42,13,3,13,Gender|Race|Module,NonBinary|NativeHawaiian|DatabaseModule,NonBinary,NativeHawaiian,,,,,,,,,,,,,DatabaseModule,1,0,LABEL: 0
43,13,3,13,Gender|Race|Module,NonBinary|NativeHawaiian|DatabaseModule,NonBinary,NativeHawaiian,,,,,,,,,,,,,DatabaseModule,0,1,LABEL: 1
44,13,3,13,Gender|Race|Module,NonBinary|NativeHawaiian|DatabaseModule,NonBinary,NativeHawaiian,,,,,,,,,,,,,DatabaseModule,1,1,LABEL: 1
45,13,3,13,Gender|Race|Module,NonBinary|NativeHawaiian|DatabaseModule,NonBinary,NativeHawaiian,,,,,,,,,,,,,DatabaseModule,1,1,LABEL: 1
46,13,3,13,Gender|Race|Module,NonBinary|NativeHawaiian|DatabaseModule,NonBinary,NativeHawaiian,,,,,,,,,,,,,DatabaseModule,0,0,LABEL: 0
47,13,3,13,Gender|Race|Module,NonBinary|NativeHawaiian|DatabaseModule,NonBinary,NativeHawaiian,,,,,,,,,,,,,DatabaseModule,1,1,LABEL: 1
48,13,3,13,Gender|Race|Module,NonBinary|NativeHawaiian|DatabaseModule,NonBinary,NativeHawaiian,,,,,,,,,,,,,DatabaseModule,1,1,LABEL: 1
49,13,3,13,Gender|Race|Module,NonBinary|NativeHawaiian|DatabaseModule,NonBinary,NativeHawaiian,,,,,,,,,,,,,DatabaseModule,1,1,LABEL: 1
0,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
1,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,0,LABEL: 0
2,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
3,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
4,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,0,LABEL: 0
5,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,0,LABEL: 0
6,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,0,LABEL: 0
7,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
8,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
9,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
10,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
11,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
12,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
13,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
14,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,0,LABEL: 0
15,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
16,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,0,LABEL: 0
17,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
18,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
19,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,0,LABEL: 0
20,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
21,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
22,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
23,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,0,LABEL: 0
24,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
25,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
26,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
27,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
28,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
29,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
30,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
31,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,0,LABEL: 0
32,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
33,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
34,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
35,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
36,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
37,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,0,LABEL: 0
38,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
39,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
40,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
41,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
42,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,0,LABEL: 0
43,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,1,LABEL: 1
44,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
45,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
46,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,0,0,LABEL: 0
47,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
48,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
49,14,3,14,Gender|Ethnicity|Nationality,PreferNotToSay|WhiteIrish|Austrian,PreferNotToSay,,WhiteIrish,Austrian,,,,,,,,,,,,1,1,LABEL: 1
0,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
1,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,0,LABEL: 0
2,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
3,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
4,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,0,LABEL: 0
5,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,0,LABEL: 0
6,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
7,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
8,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
9,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
10,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
11,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
12,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
13,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
14,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,0,LABEL: 0
15,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
16,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,0,LABEL: 0
17,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
18,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
19,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,0,LABEL: 0
20,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
21,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
22,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
23,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,0,LABEL: 0
24,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
25,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
26,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
27,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
28,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
29,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
30,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
31,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
32,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
33,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
34,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
35,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
36,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
37,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
38,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
39,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
40,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
41,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
42,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,0,LABEL: 0
43,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,1,LABEL: 1
44,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
45,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
46,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,0,0,LABEL: 0
47,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
48,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
49,15,3,15,Gender|Ethnicity|Culture,Demigender|WhiteIrish|FrenchCulture,Demigender,,WhiteIrish,,FrenchCulture,,,,,,,,,,,1,1,LABEL: 1
0,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
1,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,0,LABEL: 0
2,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
3,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
4,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,0,LABEL: 0
5,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,0,LABEL: 0
6,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,0,LABEL: 0
7,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
8,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
9,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
10,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
11,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
12,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
13,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
14,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,0,LABEL: 0
15,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
16,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,0,LABEL: 0
17,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
18,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
19,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,0,LABEL: 0
20,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
21,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
22,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
23,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,0,LABEL: 0
24,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
25,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
26,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
27,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
28,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
29,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
30,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
31,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
32,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
33,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
34,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
35,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
36,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,1,LABEL: 1
37,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,0,0,LABEL: 0
38,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
39,16,3,16,Gender|Ethnicity|NativeLanguage,TwoSpirit|WhiteIrish|TeluguLang,TwoSpirit,,WhiteIrish,,,TeluguLang,,,,,,,,,,1,1,LABEL: 1
