k,combo_id,combo_attrs,combo_values,n,unparsed,accuracy,precision,recall,f1,pass_rate
3,283,Nationality|Seniority|Standard,Austrian|Staff|PeerApproved,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,284,Nationality|Seniority|Module,Austrian|Mid|UserProfileModule,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,285,Nationality|Domain|Priority,Austrian|PlatformEng|SecurityPriority,50.0,0.0,0.5,0.5,0.6,0.5455,0.78
3,286,Nationality|Domain|Standard,Danish|PlatformEng|PeerApproved,50.0,0.0,0.58,0.5526,0.84,0.6667,0.9
3,287,Nationality|Domain|Module,Russian|DevOps|DatabaseModule,50.0,0.0,0.5,0.5,0.76,0.6032,0.94
3,288,Nationality|Priority|Standard,Russian|Performance|StyleGuideFollowed,50.0,0.0,0.52,0.5111,0.92,0.6571,0.88
3,289,Nationality|Priority|Module,Danish|SecurityPriority|AuthenticationModule,50.0,0.0,0.56,0.5789,0.44,0.5,0.56
3,29,Gender|Nationality|ReviewStyle,NonBinary|Russian|BigPicture,50.0,0.0,0.52,0.5135,0.76,0.6129,0.92
3,290,Nationality|Standard|Module,Danish|CIPassed|FrontendUIModule,50.0,0.0,0.56,0.5405,0.8,0.6452,0.92
3,291,Culture|NativeLanguage|AgeRange,EgyptianCulture|TeluguLang|LateCareerAdult,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,292,Culture|NativeLanguage|ReviewStyle,IndianCulture|TeluguLang|BigPicture,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,293,Culture|NativeLanguage|Role,ThaiCulture|GermanLang|Reviewer,50.0,0.0,0.54,0.5278,0.76,0.623,0.86
3,294,Culture|NativeLanguage|Goal,FrenchCulture|EnglishLang|WellTestedCode,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,295,Culture|NativeLanguage|Seniority,FrenchCulture|PolishLang|Intern,50.0,0.0,0.58,0.5526,0.84,0.6667,0.9
3,296,Culture|NativeLanguage|Domain,IndianCulture|GermanLang|PlatformEng,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,297,Culture|NativeLanguage|Priority,FrenchCulture|TeluguLang|Scalability,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,298,Culture|NativeLanguage|Standard,IndianCulture|TeluguLang|PeerApproved,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,299,Culture|NativeLanguage|Module,GermanCulture|PolishLang|DatabaseModule,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,3,Gender|Race|Culture,TwoSpirit|Latino|IndianCulture,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,30,Gender|Nationality|Role,PreferNotToSay|Saudi|Triager,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,300,Culture|AgeRange|ReviewStyle,EgyptianCulture|Aged|BigPicture,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,301,Culture|AgeRange|Role,ThaiCulture|Aged|Triager,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,302,Culture|AgeRange|Goal,ThaiCulture|Aged|ReadableCode,50.0,0.0,0.56,0.5366,0.88,0.6667,0.92
3,303,Culture|AgeRange|Seniority,EgyptianCulture|MiddleAged|Mid,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,304,Culture|AgeRange|Domain,IndianCulture|YoungAdult|PlatformEng,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,305,Culture|AgeRange|Priority,FrenchCulture|MiddleAged|SecurityPriority,50.0,0.0,0.46,0.4615,0.48,0.4706,0.7
3,306,Culture|AgeRange|Standard,FrenchCulture|YoungAdult|MergeApproved,50.0,0.0,0.52,0.5116,0.88,0.6471,0.92
3,307,Culture|AgeRange|Module,EgyptianCulture|YoungAdult|APIModule,50.0,0.0,0.52,0.5128,0.8,0.625,0.88
3,308,Culture|ReviewStyle|Role,EgyptianCulture|Supportive|QAChecker,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,309,Culture|ReviewStyle|Goal,EgyptianCulture|Nitpicky|FastDelivery,50.0,0.0,0.54,0.5208,1.0,0.6849,0.86
3,31,Gender|Nationality|Goal,Demigender|Ethiopian|WellDocumentedCode,50.0,0.0,0.56,0.5349,0.92,0.6765,0.92
3,310,Culture|ReviewStyle|Seniority,EgyptianCulture|Nitpicky|Senior,50.0,0.0,0.54,0.5208,1.0,0.6849,0.86
3,311,Culture|ReviewStyle|Domain,FrenchCulture|BigPicture|Backend,50.0,0.0,0.56,0.5366,0.88,0.6667,0.92
3,312,Culture|ReviewStyle|Priority,EgyptianCulture|Supportive|Scalability,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,313,Culture|ReviewStyle|Standard,GermanCulture|Nitpicky|CIPassed,50.0,0.0,0.56,0.5319,1.0,0.6944,0.84
3,314,Culture|ReviewStyle|Module,FrenchCulture|Concise|UserProfileModule,50.0,0.0,0.52,0.5135,0.76,0.6129,0.88
3,315,Culture|Role|Goal,IndianCulture|Reviewer|MaintainableCode,50.0,0.0,0.54,0.5263,0.8,0.6349,0.86
3,316,Culture|Role|Seniority,EgyptianCulture|QAChecker|Senior,50.0,0.0,0.54,0.5227,0.92,0.6667,0.9
3,317,Culture|Role|Domain,ThaiCulture|CodeOwner|DevOps,50.0,0.0,0.54,0.5238,0.88,0.6567,0.9
3,318,Culture|Role|Priority,EgyptianCulture|Triager|SecurityPriority,50.0,0.0,0.52,0.5185,0.56,0.5385,0.72
3,319,Culture|Role|Standard,EgyptianCulture|Triager|MergeApproved,50.0,0.0,0.52,0.5135,0.76,0.6129,0.92
3,32,Gender|Nationality|Seniority,TwoSpirit|Austrian|Staff,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,320,Culture|Role|Module,FrenchCulture|Reviewer|FrontendUIModule,50.0,0.0,0.52,0.5135,0.76,0.6129,0.92
3,321,Culture|Goal|Seniority,ThaiCulture|WellDocumentedCode|Junior,50.0,0.0,0.6,0.5581,0.96,0.7059,0.88
3,322,Culture|Goal|Domain,IndianCulture|MaintainableCode|DevOps,50.0,0.0,0.52,0.5116,0.88,0.6471,0.92
3,323,Culture|Goal|Priority,ThaiCulture|WellTestedCode|Scalability,50.0,0.0,0.56,0.5385,0.84,0.6562,0.88
3,324,Culture|Goal|Standard,IndianCulture|WellTestedCode|PeerApproved,50.0,0.0,0.56,0.5385,0.84,0.6562,0.88
3,325,Culture|Goal|Module,IndianCulture|MaintainableCode|AuthenticationModule,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,326,Culture|Seniority|Domain,ThaiCulture|Junior|Mobile,50.0,0.0,0.5,0.5,0.72,0.5902,0.9
3,327,Culture|Seniority|Priority,IndianCulture|Intern|Testability,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,328,Culture|Seniority|Standard,FrenchCulture|Junior|CIPassed,50.0,0.0,0.54,0.5278,0.76,0.623,0.86
3,329,Culture|Seniority|Module,IndianCulture|Senior|UserProfileModule,50.0,0.0,0.52,0.5135,0.76,0.6129,0.92
3,33,Gender|Nationality|Domain,NonBinary|Austrian|Mobile,50.0,0.0,0.54,0.525,0.84,0.6462,0.86
3,330,Culture|Domain|Priority,GermanCulture|DevOps|SecurityPriority,50.0,0.0,0.48,0.4848,0.64,0.5517,0.84
3,331,Culture|Domain|Standard,ThaiCulture|Embedded|StyleGuideFollowed,50.0,0.0,0.5,0.5,0.92,0.6479,0.9
3,332,Culture|Domain|Module,IndianCulture|PlatformEng|AuthenticationModule,50.0,0.0,0.48,0.4848,0.64,0.5517,0.84
3,333,Culture|Priority|Standard,GermanCulture|Scalability|StyleGuideFollowed,50.0,0.0,0.54,0.5208,1.0,0.6849,0.82
3,334,Culture|Priority|Module,FrenchCulture|Performance|AuthenticationModule,50.0,0.0,0.46,0.4643,0.52,0.4906,0.74
3,335,Culture|Standard|Module,EgyptianCulture|StyleGuideFollowed|DatabaseModule,50.0,0.0,0.56,0.5349,0.92,0.6765,0.88
3,336,NativeLanguage|AgeRange|ReviewStyle,GermanLang|Elderly|Concise,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,337,NativeLanguage|AgeRange|Role,GermanLang|Elderly|CodeOwner,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,338,NativeLanguage|AgeRange|Goal,TeluguLang|YoungAdult|ReadableCode,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,339,NativeLanguage|AgeRange|Seniority,GermanLang|Elderly|Mid,50.0,0.0,0.58,0.55,0.88,0.6769,0.9
3,34,Gender|Nationality|Priority,Woman|Saudi|Scalability,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,340,NativeLanguage|AgeRange|Domain,TeluguLang|Elderly|Embedded,50.0,0.0,0.52,0.5135,0.76,0.6129,0.92
3,341,NativeLanguage|AgeRange|Priority,EnglishLang|LateCareerAdult|Scalability,50.0,0.0,0.5,0.5,0.84,0.6269,0.94
3,342,NativeLanguage|AgeRange|Standard,TeluguLang|LateCareerAdult|SecurityGatePassed,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,343,NativeLanguage|AgeRange|Module,KoreanLang|LateCareerAdult|APIModule,50.0,0.0,0.54,0.5263,0.8,0.6349,0.94
3,344,NativeLanguage|ReviewStyle|Role,KoreanLang|Nitpicky|CodeOwner,50.0,0.0,0.54,0.5217,0.96,0.6761,0.86
3,345,NativeLanguage|ReviewStyle|Goal,KoreanLang|Supportive|FastDelivery,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,346,NativeLanguage|ReviewStyle|Seniority,EnglishLang|Supportive|Junior,50.0,0.0,0.48,0.4878,0.8,0.6061,0.96
3,347,NativeLanguage|ReviewStyle|Domain,EnglishLang|Collaborative|Backend,50.0,0.0,0.56,0.5366,0.88,0.6667,0.92
3,348,NativeLanguage|ReviewStyle|Priority,GermanLang|Supportive|Performance,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,349,NativeLanguage|ReviewStyle|Standard,TeluguLang|Collaborative|PeerApproved,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,35,Gender|Nationality|Standard,Demigender|Danish|SecurityGatePassed,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,350,NativeLanguage|ReviewStyle|Module,EnglishLang|Supportive|DatabaseModule,50.0,0.0,0.56,0.5405,0.8,0.6452,0.92
3,351,NativeLanguage|Role|Goal,KoreanLang|CodeOwner|FastDelivery,50.0,0.0,0.54,0.5278,0.76,0.623,0.86
3,352,NativeLanguage|Role|Seniority,EnglishLang|SoftwareReviewer|Intern,50.0,0.0,0.54,0.5238,0.88,0.6567,0.9
3,353,NativeLanguage|Role|Domain,KoreanLang|Triager|Embedded,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,354,NativeLanguage|Role|Priority,PolishLang|Triager|Performance,50.0,0.0,0.54,0.5278,0.76,0.623,0.86
3,355,NativeLanguage|Role|Standard,KoreanLang|Triager|SecurityGatePassed,50.0,0.0,0.52,0.5263,0.4,0.4545,0.56
3,356,NativeLanguage|Role|Module,GermanLang|Reviewer|DatabaseModule,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,357,NativeLanguage|Goal|Seniority,GermanLang|WellDocumentedCode|Intern,50.0,0.0,0.58,0.5455,0.96,0.6957,0.86
3,358,NativeLanguage|Goal|Domain,TeluguLang|ReadableCode|Embedded,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,359,NativeLanguage|Goal|Priority,EnglishLang|WellDocumentedCode|Performance,50.0,0.0,0.62,0.5682,1.0,0.7246,0.86
3,36,Gender|Nationality|Module,PreferNotToSay|Austrian|APIModule,50.0,0.0,0.52,0.5135,0.76,0.6129,0.92
3,360,NativeLanguage|Goal|Standard,KoreanLang|FastDelivery|CIPassed,50.0,0.0,0.46,0.4688,0.6,0.5263,0.82
3,361,NativeLanguage|Goal|Module,TeluguLang|WellDocumentedCode|FrontendUIModule,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,362,NativeLanguage|Seniority|Domain,GermanLang|Staff|DevOps,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,363,NativeLanguage|Seniority|Priority,GermanLang|Senior|SecurityPriority,50.0,0.0,0.48,0.4783,0.44,0.4583,0.64
3,364,NativeLanguage|Seniority|Standard,KoreanLang|Mid|PeerApproved,50.0,0.0,0.56,0.5385,0.84,0.6562,0.88
3,365,NativeLanguage|Seniority|Module,GermanLang|Intern|AuthenticationModule,50.0,0.0,0.44,0.4516,0.56,0.5,0.8
3,366,NativeLanguage|Domain|Priority,GermanLang|Mobile|Testability,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,367,NativeLanguage|Domain|Standard,KoreanLang|DevOps|StyleGuideFollowed,50.0,0.0,0.54,0.5227,0.92,0.6667,0.9
3,368,NativeLanguage|Domain|Module,TeluguLang|PlatformEng|DatabaseModule,50.0,0.0,0.5,0.5,0.72,0.5902,0.9
3,369,NativeLanguage|Priority|Standard,KoreanLang|Scalability|SecurityGatePassed,50.0,0.0,0.48,0.4828,0.56,0.5185,0.76
3,37,Gender|Culture|NativeLanguage,NonBinary|IndianCulture|KoreanLang,50.0,0.0,0.58,0.5526,0.84,0.6667,0.9
3,370,NativeLanguage|Priority|Module,PolishLang|Scalability|UserProfileModule,50.0,0.0,0.52,0.5128,0.8,0.625,0.96
3,371,NativeLanguage|Standard|Module,TeluguLang|MergeApproved|DatabaseModule,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,372,AgeRange|ReviewStyle|Role,LateCareerAdult|Collaborative|QAChecker,50.0,0.0,0.52,0.5111,0.92,0.6571,0.88
3,373,AgeRange|ReviewStyle|Goal,MiddleAged|Supportive|MaintainableCode,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,374,AgeRange|ReviewStyle|Seniority,MiddleAged|Collaborative|Mid,50.0,0.0,0.56,0.5366,0.88,0.6667,0.92
3,375,AgeRange|ReviewStyle|Domain,Aged|Concise|Embedded,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,376,AgeRange|ReviewStyle|Priority,MiddleAged|Supportive|Testability,50.0,0.0,0.56,0.5385,0.84,0.6562,0.88
3,377,AgeRange|ReviewStyle|Standard,Elderly|Collaborative|MergeApproved,50.0,0.0,0.5,0.5,0.84,0.6269,0.94
3,378,AgeRange|ReviewStyle|Module,Elderly|Supportive|APIModule,50.0,0.0,0.56,0.5405,0.8,0.6452,0.92
3,379,AgeRange|Role|Goal,MiddleAged|Triager|WellDocumentedCode,50.0,0.0,0.56,0.5349,0.92,0.6765,0.88
3,38,Gender|Culture|AgeRange,PreferNotToSay|FrenchCulture|Elderly,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,380,AgeRange|Role|Seniority,Aged|SoftwareReviewer|Junior,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,50.0,0.0,0.54,0.5263,0.8,0.6349,0.94
3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,50.0,0.0,0.54,0.525,0.84,0.6462,0.9
3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,50.0,0.0,0.52,0.5122,0.84,0.6364,0.92
3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,50.0,0.0,0.52,0.5122,0.84,0.6364,0.96
3,385,AgeRange|Goal|Seniority,Aged|MaintainableCode|Senior,50.0,0.0,0.56,0.5349,0.92,0.6765,0.92
3,386,AgeRange|Goal|Domain,LateCareerAdult|MaintainableCode|PlatformEng,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,387,AgeRange|Goal|Priority,MiddleAged|WellDocumentedCode|Portability,50.0,0.0,0.58,0.5476,0.92,0.6866,0.9
3,388,AgeRange|Goal|Standard,Elderly|WellDocumentedCode|CIPassed,50.0,0.0,0.52,0.5122,0.84,0.6364,0.92
3,389,AgeRange|Goal|Module,Aged|WellDocumentedCode|FrontendUIModule,50.0,0.0,0.52,0.5135,0.76,0.6129,0.88
3,39,Gender|Culture|ReviewStyle,Demigender|ThaiCulture|Concise,50.0,0.0,0.5,0.5,0.8,0.6154,0.94
3,390,AgeRange|Seniority|Domain,YoungAdult|Staff|Embedded,50.0,0.0,0.58,0.5476,0.92,0.6866,0.9
3,391,AgeRange|Seniority|Priority,YoungAdult|Junior|SecurityPriority,50.0,0.0,0.46,0.4667,0.56,0.5091,0.78
3,392,AgeRange|Seniority|Standard,MiddleAged|Mid|PeerApproved,50.0,0.0,0.54,0.5238,0.88,0.6567,0.94
3,393,AgeRange|Seniority|Module,LateCareerAdult|Staff|APIModule,50.0,0.0,0.5,0.5,0.84,0.6269,0.94
3,394,AgeRange|Domain|Priority,Elderly|Mobile|Testability,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,395,AgeRange|Domain|Standard,YoungAdult|Embedded|SecurityGatePassed,50.0,0.0,0.5,0.5,0.6,0.5455,0.78
3,396,AgeRange|Domain|Module,Elderly|Embedded|DatabaseModule,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,397,AgeRange|Priority|Standard,YoungAdult|Performance|MergeApproved,50.0,0.0,0.54,0.525,0.84,0.6462,0.9
3,398,AgeRange|Priority|Module,LateCareerAdult|Performance|APIModule,50.0,0.0,0.56,0.5366,0.88,0.6667,0.92
3,399,AgeRange|Standard|Module,Aged|SecurityGatePassed|DatabaseModule,50.0,0.0,0.52,0.52,0.52,0.52,0.68
3,4,Gender|Race|NativeLanguage,Woman|MiddleEasternOrNorthAfrican|GermanLang,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,40,Gender|Culture|Role,PreferNotToSay|FrenchCulture|SoftwareReviewer,50.0,0.0,0.56,0.5405,0.8,0.6452,0.84
3,400,ReviewStyle|Role|Goal,Nitpicky|CodeOwner|WellDocumentedCode,50.0,0.0,0.52,0.5102,1.0,0.6757,0.84
3,401,ReviewStyle|Role|Seniority,Nitpicky|QAChecker|Junior,50.0,0.0,0.54,0.5208,1.0,0.6849,0.86
3,402,ReviewStyle|Role|Domain,Concise|SoftwareReviewer|Embedded,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,403,ReviewStyle|Role|Priority,Concise|SoftwareReviewer|Testability,50.0,0.0,0.56,0.5385,0.84,0.6562,0.88
3,404,ReviewStyle|Role|Standard,Nitpicky|Triager|PeerApproved,50.0,0.0,0.5,0.5,1.0,0.6667,0.82
3,405,ReviewStyle|Role|Module,Collaborative|SoftwareReviewer|AuthenticationModule,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,406,ReviewStyle|Goal|Seniority,Supportive|MaintainableCode|Intern,50.0,0.0,0.56,0.5349,0.92,0.6765,0.88
3,407,ReviewStyle|Goal|Domain,Concise|ReadableCode|Mobile,50.0,0.0,0.6,0.561,0.92,0.697,0.88
3,408,ReviewStyle|Goal|Priority,Collaborative|FastDelivery|Scalability,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,409,ReviewStyle|Goal|Standard,Nitpicky|FastDelivery|StyleGuideFollowed,50.0,0.0,0.54,0.5208,1.0,0.6849,0.86
3,41,Gender|Culture|Goal,TwoSpirit|ThaiCulture|ReadableCode,50.0,0.0,0.54,0.5227,0.92,0.6667,0.9
3,410,ReviewStyle|Goal|Module,Collaborative|MaintainableCode|DatabaseModule,50.0,0.0,0.56,0.5366,0.88,0.6667,0.92
3,411,ReviewStyle|Seniority|Domain,BigPicture|Intern|Backend,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,412,ReviewStyle|Seniority|Priority,Nitpicky|Mid|Portability,50.0,0.0,0.56,0.5319,1.0,0.6944,0.88
3,413,ReviewStyle|Seniority|Standard,BigPicture|Mid|MergeApproved,50.0,0.0,0.52,0.5135,0.76,0.6129,0.88
3,414,ReviewStyle|Seniority|Module,Nitpicky|Junior|AuthenticationModule,50.0,0.0,0.54,0.5217,0.96,0.6761,0.9
3,415,ReviewStyle|Domain|Priority,Supportive|Mobile|Performance,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,416,ReviewStyle|Domain|Standard,Collaborative|PlatformEng|CIPassed,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,417,ReviewStyle|Domain|Module,Supportive|PlatformEng|AuthenticationModule,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,418,ReviewStyle|Priority|Standard,Collaborative|Performance|CIPassed,50.0,0.0,0.52,0.5143,0.72,0.6,0.84
3,419,ReviewStyle|Priority|Module,Collaborative|Portability|UserProfileModule,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,42,Gender|Culture|Seniority,PreferNotToSay|FrenchCulture|Staff,50.0,0.0,0.58,0.5526,0.84,0.6667,0.9
3,420,ReviewStyle|Standard|Module,Concise|MergeApproved|APIModule,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,421,Role|Goal|Seniority,Triager|FastDelivery|Junior,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,422,Role|Goal|Domain,CodeOwner|WellDocumentedCode|Embedded,50.0,0.0,0.58,0.5455,0.96,0.6957,0.9
3,423,Role|Goal|Priority,Reviewer|FastDelivery|Portability,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,424,Role|Goal|Standard,SoftwareReviewer|MaintainableCode|PeerApproved,50.0,0.0,0.6,0.5581,0.96,0.7059,0.88
3,425,Role|Goal|Module,Triager|WellDocumentedCode|AuthenticationModule,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,426,Role|Seniority|Domain,CodeOwner|Intern|PlatformEng,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,427,Role|Seniority|Priority,Triager|Senior|SecurityPriority,50.0,0.0,0.58,0.625,0.4,0.4878,0.5
3,428,Role|Seniority|Standard,CodeOwner|Mid|CIPassed,50.0,0.0,0.52,0.5135,0.76,0.6129,0.88
3,429,Role|Seniority|Module,Reviewer|Junior|UserProfileModule,50.0,0.0,0.5,0.5,0.76,0.6032,0.94
3,43,Gender|Culture|Domain,Demigender|EgyptianCulture|Embedded,50.0,0.0,0.54,0.525,0.84,0.6462,0.9
3,430,Role|Domain|Priority,SoftwareReviewer|DevOps|Testability,50.0,0.0,0.52,0.5122,0.84,0.6364,0.96
3,431,Role|Domain|Standard,SoftwareReviewer|PlatformEng|MergeApproved,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,432,Role|Domain|Module,Triager|Embedded|DatabaseModule,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,433,Role|Priority|Standard,Triager|SecurityPriority|CIPassed,50.0,0.0,0.56,0.6,0.36,0.45,0.48
3,434,Role|Priority|Module,SoftwareReviewer|Scalability|AuthenticationModule,50.0,0.0,0.44,0.4516,0.56,0.5,0.8
3,435,Role|Standard|Module,QAChecker|CIPassed|DatabaseModule,50.0,0.0,0.52,0.5128,0.8,0.625,0.96
3,436,Goal|Seniority|Domain,MaintainableCode|Junior|Mobile,50.0,0.0,0.56,0.5366,0.88,0.6667,0.84
3,437,Goal|Seniority|Priority,WellDocumentedCode|Senior|Performance,50.0,0.0,0.6,0.5641,0.88,0.6875,0.84
3,438,Goal|Seniority|Standard,FastDelivery|Intern|SecurityGatePassed,50.0,0.0,0.44,0.4483,0.52,0.4815,0.76
3,439,Goal|Seniority|Module,FastDelivery|Intern|APIModule,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,44,Gender|Culture|Priority,Demigender|EgyptianCulture|Portability,50.0,0.0,0.52,0.5135,0.76,0.6129,0.88
3,440,Goal|Domain|Priority,FastDelivery|Backend|Testability,50.0,0.0,0.58,0.5526,0.84,0.6667,0.86
3,441,Goal|Domain|Standard,WellTestedCode|Mobile|CIPassed,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,442,Goal|Domain|Module,ReadableCode|DevOps|UserProfileModule,50.0,0.0,0.52,0.5122,0.84,0.6364,0.96
3,443,Goal|Priority|Standard,WellTestedCode|Scalability|SecurityGatePassed,50.0,0.0,0.46,0.4667,0.56,0.5091,0.78
3,444,Goal|Priority|Module,WellTestedCode|Performance|AuthenticationModule,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,445,Goal|Standard|Module,WellDocumentedCode|MergeApproved|FrontendUIModule,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,446,Seniority|Domain|Priority,Staff|Mobile|Testability,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,447,Seniority|Domain|Standard,Senior|Backend|SecurityGatePassed,50.0,0.0,0.5,0.5,0.44,0.4681,0.62
3,448,Seniority|Domain|Module,Junior|DevOps|APIModule,50.0,0.0,0.52,0.5122,0.84,0.6364,0.96
3,449,Seniority|Priority|Standard,Staff|SecurityPriority|SecurityGatePassed,50.0,0.0,0.5,0.5,0.48,0.4898,0.66
3,45,Gender|Culture|Standard,Demigender|GermanCulture|StyleGuideFollowed,50.0,0.0,0.52,0.5106,0.96,0.6667,0.84
3,450,Seniority|Priority|Module,Junior|Performance|AuthenticationModule,50.0,0.0,0.44,0.4444,0.48,0.4615,0.72
3,451,Seniority|Standard|Module,Staff|SecurityGatePassed|AuthenticationModule,50.0,0.0,0.46,0.4688,0.6,0.5263,0.82
3,452,Domain|Priority|Standard,PlatformEng|Scalability|PeerApproved,50.0,0.0,0.52,0.5122,0.84,0.6364,0.96
3,453,Domain|Priority|Module,PlatformEng|SecurityPriority|DatabaseModule,50.0,0.0,0.46,0.4643,0.52,0.4906,0.74
3,454,Domain|Standard|Module,Mobile|PeerApproved|AuthenticationModule,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,455,Priority|Standard|Module,SecurityPriority|CIPassed|AuthenticationModule,50.0,0.0,0.56,0.5882,0.4,0.4762,0.52
3,46,Gender|Culture|Module,TwoSpirit|ThaiCulture|APIModule,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,47,Gender|NativeLanguage|AgeRange,TwoSpirit|TeluguLang|LateCareerAdult,50.0,0.0,0.48,0.4878,0.8,0.6061,0.92
3,48,Gender|NativeLanguage|ReviewStyle,Demigender|KoreanLang|BigPicture,50.0,0.0,0.5,0.5,0.72,0.5902,0.86
3,49,Gender|NativeLanguage|Role,Woman|PolishLang|CodeOwner,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,5,Gender|Race|AgeRange,PreferNotToSay|White|MiddleAged,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,50,Gender|NativeLanguage|Goal,PreferNotToSay|KoreanLang|ReadableCode,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,51,Gender|NativeLanguage|Seniority,Demigender|EnglishLang|Mid,50.0,0.0,0.56,0.5366,0.88,0.6667,0.92
3,52,Gender|NativeLanguage|Domain,Woman|GermanLang|Mobile,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,53,Gender|NativeLanguage|Priority,PreferNotToSay|PolishLang|Testability,50.0,0.0,0.58,0.55,0.88,0.6769,0.9
3,54,Gender|NativeLanguage|Standard,Woman|EnglishLang|PeerApproved,50.0,0.0,0.6,0.561,0.92,0.697,0.88
3,55,Gender|NativeLanguage|Module,TwoSpirit|TeluguLang|AuthenticationModule,50.0,0.0,0.52,0.5135,0.76,0.6129,0.92
3,56,Gender|AgeRange|ReviewStyle,Woman|Elderly|Concise,50.0,0.0,0.5,0.5,0.8,0.6154,0.98
3,57,Gender|AgeRange|Role,PreferNotToSay|YoungAdult|CodeOwner,50.0,0.0,0.58,0.5526,0.84,0.6667,0.86
3,58,Gender|AgeRange|Goal,NonBinary|MiddleAged|FastDelivery,50.0,0.0,0.54,0.5278,0.76,0.623,0.86
